 -1.000000 -0.0272340421
 -0.960000 -0.0272340421
 -0.920000 -0.0272340421
 -0.880000 -0.0272340421
 -0.840000 -0.0272340421
 -0.800000 -0.0272340421
 -0.760000 -0.0272340421
 -0.720000 -0.0272340421
 -0.680000 -0.0272340421
 -0.640000 -0.0272340421
 -0.600000 -0.0272340421
 -0.560000 -0.0272340421
 -0.520000 -0.0272340421
 -0.480000 -0.0272340421
 -0.440000 -0.0272340421
 -0.400000 -0.0272340421
 -0.360000 -0.0272340421
 -0.320000 -0.0272340421
 -0.280000 -0.0272340421
 -0.240000 -0.0272340421
 -0.200000 -0.0272340421
 -0.160000 -0.0272340421
 -0.120000 -0.0272340421
 -0.080000 -0.0272340421
 -0.040000 -0.0272340421
 0.000000 -0.0272340421
 0.040000 -0.0272340421
 0.080000 -0.0272340421
 0.120000 -0.0272340421
 0.160000 -0.0272340421
 0.200000 -0.0272340421
 0.240000 -0.0272340421
 0.280000 -0.0272340421
 0.320000 -0.0272340421
 0.360000 -0.0272340421
 0.400000 -0.0272340421
 0.440000 -0.0272340421
 0.480000 -0.0272340421
 0.520000 -0.0272340421
 0.560000 -0.0272340421
 0.600000 -0.0272340421
 0.640000 -0.0272340421
 0.680000 -0.0272340421
 0.720000 -0.0272340421
 0.760000 -0.0272340421
 0.800000 -0.0272340421
 0.840000 -0.0272340421
 0.880000 -0.0272340421
 0.920000 -0.0272340421
 0.960000 -0.0272340421
 1.000000 -0.0272340421
